c,yr,x,y,r2N,max_s,delta_t,phase,color
Mauritius,2016-07-01,2016-07-01 00:00:00,8.915743807834849,1.0000000000000238,1.0,0.0,Deactivated,black
Mexico,2016-07-01,2016-07-01 00:00:00,3.2431374320118134,12.07964536348381,12.0,0.0,Deactivated,black
Morocco,2016-07-01,2016-07-01 00:00:00,8.907568820926524,0.9999999999999517,1.0,0.0,Deactivated,black
Nepal,2016-07-01,2016-07-01 00:00:00,8.908596370071098,1.0000000000000093,1.0,0.0,Deactivated,black
Netherlands,2016-07-01,2016-07-01 00:00:00,2.630801998580291,76.24727677590045,75.0,0.0,Deactivated,black
New Zealand,2016-07-01,2016-07-01 00:00:00,2.2500935847402435,22.918525061280867,22.0,0.0,Deactivated,black
Nicaragua,2016-07-01,2016-07-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2016-07-01,2016-07-01 00:00:00,2.584027541858363,4.0578037880630555,4.0,0.0,Deactivated,black
North Macedonia,2016-07-01,2016-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2016-07-01,2016-07-01 00:00:00,2.5495522789752143,43.31717209856446,43.0,0.0,Deactivated,black
Pakistan,2016-07-01,2016-07-01 00:00:00,3.3429351469478505,8.01981153015511,8.0,0.0,Deactivated,black
China,2016-07-01,2016-07-01 00:00:00,2.6619446742417474,302.03046395511353,297.0,0.0,Deactivated,black
Peru,2016-07-01,2016-07-01 00:00:00,3.8009898045979407,3.0121012545085217,3.0,0.0,Deactivated,black
Philippines,2016-07-01,2016-07-01 00:00:00,2.386848297388007,18.43926427259189,18.0,0.0,Deactivated,black
Poland,2016-07-01,2016-07-01 00:00:00,2.8597653002207255,24.32520973274078,24.0,0.0,Deactivated,black
Portugal,2016-07-01,2016-07-01 00:00:00,2.9994720887212005,36.12731348594766,36.0,0.0,Deactivated,black
Qatar,2016-07-01,2016-07-01 00:00:00,3.433106635385344,6.054916815098686,6.0,0.0,Deactivated,black
Romania,2016-07-01,2016-07-01 00:00:00,2.4709130721503723,27.452293650659847,27.0,0.0,Deactivated,black
Russia,2016-07-01,2016-07-01 00:00:00,3.138742684059365,4.019234545582,4.0,0.0,Deactivated,black
Saudi Arabia,2016-07-01,2016-07-01 00:00:00,2.812519511415984,5.100392309624436,5.0,0.0,Deactivated,black
Senegal,2016-07-01,2016-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2016-07-01,2016-07-01 00:00:00,2.491617722351477,4.113570319176857,4.0,0.0,Deactivated,black
Singapore,2016-07-01,2016-07-01 00:00:00,2.578104346130269,42.645832810852326,42.0,0.0,Deactivated,black
Slovakia,2016-07-01,2016-07-01 00:00:00,2.8917242157809975,8.04660041489398,8.0,0.0,Deactivated,black
Slovenia,2016-07-01,2016-07-01 00:00:00,2.484757935567266,19.306701672270492,19.0,0.0,Deactivated,black
South Africa,2016-07-01,2016-07-01 00:00:00,2.753394148737314,31.09003883679526,31.0,0.0,Deactivated,black
South Korea,2016-07-01,2016-07-01 00:00:00,2.56877337608527,18.546112283931784,18.0,0.0,Deactivated,black
Spain,2016-07-01,2016-07-01 00:00:00,2.669336132719669,145.87017975208295,143.0,0.0,Deactivated,black
Sri Lanka,2016-07-01,2016-07-01 00:00:00,2.9005097392503774,6.083858776170702,6.0,0.0,Deactivated,black
Sweden,2016-07-01,2016-07-01 00:00:00,2.87615811258548,56.709814601473575,56.0,0.0,Deactivated,black
Switzerland,2016-07-01,2016-07-01 00:00:00,2.4671326706790997,32.68743199589108,32.0,0.0,Deactivated,black
Taiwan,2016-07-01,2016-07-01 00:00:00,2.785218782068134,49.54588498565612,49.0,0.0,Deactivated,black
Tanzania,2016-07-01,2016-07-01 00:00:00,8.90863784600281,0.9999999999999752,1.0,0.0,Deactivated,black
Thailand,2016-07-01,2016-07-01 00:00:00,2.883758332603169,19.21425668948745,19.0,0.0,Deactivated,black
Trinidad Tobago,2016-07-01,2016-07-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Turkey,2016-07-01,2016-07-01 00:00:00,2.40177338216943,8.266056922461033,8.0,0.0,Deactivated,black
U Arab Emirates,2016-07-01,2016-07-01 00:00:00,2.529576153221567,13.0082863735073,13.0,0.0,Deactivated,black
Uganda,2016-07-01,2016-07-01 00:00:00,8.909398818290017,1.000000000000044,1.0,0.0,Deactivated,black
Uruguay,2016-07-01,2016-07-01 00:00:00,3.5291716059551357,2.009469671861467,2.0,0.0,Deactivated,black
Venezuela,2016-07-01,2016-07-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Vietnam,2016-07-01,2016-07-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Zimbabwe,2016-07-01,2016-07-01 00:00:00,8.915776739059286,1.0000000000000053,1.0,0.0,Deactivated,black
USA,2016-07-01,2016-07-01 00:00:00,2.4447718002089025,680.4647996966538,669.0,0.0,Deactivated,black
UK,2016-07-01,2016-07-01 00:00:00,2.3437034854535685,351.34412533439,345.0,0.0,Deactivated,black
Albania,2017-01-01,2017-01-01 00:00:00,8.907568820926524,0.9999999999999517,1.0,0.0,Deactivated,black
Algeria,2017-01-01,2017-01-01 00:00:00,3.8432614107395815,2.9951281777578673,3.0,0.0,Deactivated,black
Argentina,2017-01-01,2017-01-01 00:00:00,3.3034151688688143,3.0277793159439375,3.0,0.0,Deactivated,black
Australia,2017-01-01,2017-01-01 00:00:00,2.4642112841751898,212.2217767587466,208.0,0.0,Deactivated,black
Austria,2017-01-01,2017-01-01 00:00:00,2.4416114923404413,28.545961727405803,28.0,0.0,Deactivated,black
Bangladesh,2017-01-01,2011-07-30 00:00:00,2.1628880646980955,3.189278705312784,3.0,11.005555555555556,Deceleration,red
Belgium,2017-01-01,2017-01-01 00:00:00,2.7141413906506497,49.4507389823118,49.0,0.0,Deactivated,black
Brazil,2017-01-01,2017-01-01 00:00:00,2.9927395449960166,38.52588888248262,38.0,0.0,Deactivated,black
Canada,2017-01-01,2017-01-01 00:00:00,2.4940135221880997,144.97811837129453,142.0,0.0,Deactivated,black
Chile,2017-01-01,2017-01-01 00:00:00,2.6217150432738827,19.42680183047457,19.0,0.0,Deactivated,black
Colombia,2017-01-01,2017-01-01 00:00:00,3.002242438168652,19.2147683419476,19.0,0.0,Deactivated,black
Croatia,2017-01-01,2017-01-01 00:00:00,2.756610808516435,4.061916888618408,4.0,0.0,Deactivated,black
Cyprus,2017-01-01,2017-01-01 00:00:00,8.208431047991349,2.0000000000046283,2.0,0.0,Deactivated,black
Czech Republic,2017-01-01,2010-07-14 00:00:00,1.965708292476498,13.671007220300522,13.0,13.122222222222222,Deceleration,red
Denmark,2017-01-01,2017-01-01 00:00:00,2.439534773780218,46.04039716415907,45.0,0.0,Deactivated,black
Ecuador,2017-01-01,2017-01-01 00:00:00,8.906798200336603,1.0000000000000684,1.0,0.0,Deactivated,black
Estonia,2017-01-01,2017-01-01 00:00:00,2.519668292216327,4.136610845342007,4.0,0.0,Deactivated,black
Fiji,2017-01-01,2011-09-10 00:00:00,1.711393601333764,3.4440610984464985,3.0,10.772222222222222,Deceleration,red
Finland,2017-01-01,2017-01-01 00:00:00,2.5516195992370894,49.66759682706475,49.0,0.0,Deactivated,black
France,2017-01-01,2017-01-01 00:00:00,2.6821328976284007,67.0282614295097,66.0,0.0,Deactivated,black
Germany,2017-01-01,2017-01-01 00:00:00,2.5362297877995403,176.3691629032806,173.0,0.0,Deactivated,black
Ghana,2017-01-01,2017-01-01 00:00:00,8.908596370071098,1.0000000000000093,1.0,0.0,Deactivated,black
Greece,2017-01-01,2017-01-01 00:00:00,2.6063734346803953,41.9369938021618,41.0,0.0,Deactivated,black
Hungary,2017-01-01,2017-01-01 00:00:00,2.256038154527312,28.258174233201373,28.0,0.0,Deactivated,black
Iceland,2017-01-01,2017-01-01 00:00:00,8.908679139514554,1.0000000000000013,1.0,0.0,Deactivated,black
India,2017-01-01,2017-01-01 00:00:00,2.66578333618947,162.99314212510595,160.0,0.0,Deactivated,black
Indonesia,2017-01-01,2017-01-01 00:00:00,3.0548851641470947,9.11658250310527,9.0,0.0,Deactivated,black
Iran,2017-01-01,2017-01-01 00:00:00,2.966954765521467,11.244937844978033,11.0,0.0,Deactivated,black
Ireland,2017-01-01,2017-01-01 00:00:00,2.4011823008620783,27.618483638692727,27.0,0.0,Deactivated,black
Israel,2017-01-01,2017-01-01 00:00:00,3.6859978266422857,3.0066657439061135,3.0,0.0,Deactivated,black
Italy,2017-01-01,2017-01-01 00:00:00,2.728272282126097,184.90733037126645,181.0,0.0,Deactivated,black
Japan,2017-01-01,2017-01-01 00:00:00,2.567732363748316,32.24437504594831,32.0,0.0,Deactivated,black
Kenya,2017-01-01,2017-01-01 00:00:00,8.908358989145409,1.0000000000000375,1.0,0.0,Deactivated,black
Kuwait,2017-01-01,2017-01-01 00:00:00,3.501998132319239,3.0345377304212713,3.0,0.0,Deactivated,black
Latvia,2017-01-01,2017-01-01 00:00:00,2.2223058862526983,3.1282225038398654,3.0,0.0,Deactivated,black
Lebanon,2017-01-01,2017-01-01 00:00:00,2.6778317784874024,4.083141294716797,4.0,0.0,Deactivated,black
Lithuania,2017-01-01,2017-01-01 00:00:00,2.5082387209812524,3.119719332545243,3.0,0.0,Deactivated,black
Luxembourg,2017-01-01,2017-01-01 00:00:00,4.080898226634007,6.847245292165667,7.0,0.0,Deactivated,black
Madagascar,2017-01-01,2017-01-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Malaysia,2017-01-01,2017-01-01 00:00:00,2.5284809090272664,71.2861517109184,70.0,0.0,Deactivated,black
Malta,2017-01-01,2017-01-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Mauritius,2017-01-01,2017-01-01 00:00:00,8.915743807834849,1.0000000000000238,1.0,0.0,Deactivated,black
Mexico,2017-01-01,2017-01-01 00:00:00,3.1476550242744388,14.124240342527795,14.0,0.0,Deactivated,black
Morocco,2017-01-01,2017-01-01 00:00:00,8.907568820926524,0.9999999999999517,1.0,0.0,Deactivated,black
Nepal,2017-01-01,2017-01-01 00:00:00,8.908596370071098,1.0000000000000093,1.0,0.0,Deactivated,black
Netherlands,2017-01-01,2017-01-01 00:00:00,2.57193021922976,84.58729397481723,83.0,0.0,Deactivated,black
New Zealand,2017-01-01,2017-01-01 00:00:00,2.2776788695127608,29.294866838315784,28.0,0.0,Deactivated,black
Nicaragua,2017-01-01,2017-01-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2017-01-01,2017-01-01 00:00:00,2.4685682944374423,6.18716102357509,6.0,0.0,Deactivated,black
North Macedonia,2017-01-01,2017-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2017-01-01,2017-01-01 00:00:00,2.434726118210938,47.401763640815446,47.0,0.0,Deactivated,black
Pakistan,2017-01-01,2017-01-01 00:00:00,3.0793391003035406,10.062109863756547,10.0,0.0,Deactivated,black
China,2017-01-01,2017-01-01 00:00:00,2.5792836993329833,356.193549128137,349.0,0.0,Deactivated,black
Peru,2017-01-01,2017-01-01 00:00:00,3.4895702899888184,4.016127083831612,4.0,0.0,Deactivated,black
Philippines,2017-01-01,2017-01-01 00:00:00,2.2982421816325753,22.731461132758803,22.0,0.0,Deactivated,black
Poland,2017-01-01,2017-01-01 00:00:00,2.765237823701163,28.44018359168195,28.0,0.0,Deactivated,black
Portugal,2017-01-01,2017-01-01 00:00:00,2.7922165863133275,43.360285235673075,43.0,0.0,Deactivated,black
Qatar,2017-01-01,2017-01-01 00:00:00,3.232303716969398,9.092224422775963,9.0,0.0,Deactivated,black
Romania,2017-01-01,2017-01-01 00:00:00,2.306247069178488,38.26084403831045,37.0,0.0,Deactivated,black
Russia,2017-01-01,2017-01-01 00:00:00,2.8863795034856654,5.037946711324613,5.0,0.0,Deactivated,black
Saudi Arabia,2017-01-01,2017-01-01 00:00:00,2.928819612097101,8.172566553386762,8.0,0.0,Deactivated,black
Senegal,2017-01-01,2017-01-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2017-01-01,2017-01-01 00:00:00,2.6342754476635712,8.248834451841713,8.0,0.0,Deactivated,black
Singapore,2017-01-01,2017-01-01 00:00:00,2.4792060359887262,48.930060368789455,48.0,0.0,Deactivated,black
Slovakia,2017-01-01,2017-01-01 00:00:00,2.7144158312598146,9.024095004945522,9.0,0.0,Deactivated,black
Slovenia,2017-01-01,2017-01-01 00:00:00,2.484757935567266,19.306701672270492,19.0,0.0,Deactivated,black
South Africa,2017-01-01,2017-01-01 00:00:00,2.3740666446242784,43.89201765092807,43.0,0.0,Deactivated,black
South Korea,2017-01-01,2017-01-01 00:00:00,2.763123525411077,27.700667857451393,27.0,0.0,Deactivated,black
Spain,2017-01-01,2017-01-01 00:00:00,2.618900438588074,174.9041585750311,171.0,0.0,Deactivated,black
Sri Lanka,2017-01-01,2017-01-01 00:00:00,2.9005097392503774,6.083858776170702,6.0,0.0,Deactivated,black
Sweden,2017-01-01,2017-01-01 00:00:00,2.7663731686912056,66.94973920791934,66.0,0.0,Deactivated,black
Switzerland,2017-01-01,2017-01-01 00:00:00,2.4129435038040765,36.92955687221721,36.0,0.0,Deactivated,black
Taiwan,2017-01-01,2017-01-01 00:00:00,2.6084917479440417,60.85289483169625,60.0,0.0,Deactivated,black
Tanzania,2017-01-01,2017-01-01 00:00:00,3.203280419476254,2.0183667814633552,2.0,0.0,Deactivated,black
Thailand,2017-01-01,2017-01-01 00:00:00,2.734025892321448,30.66218426243928,30.0,0.0,Deactivated,black
Togo,2017-01-01,2017-01-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2017-01-01,2017-01-01 00:00:00,2.6963034206502012,2.0358010602843346,2.0,0.0,Deactivated,black
Turkey,2017-01-01,2017-01-01 00:00:00,2.9216652858885066,19.476026738788615,19.0,0.0,Deactivated,black
U Arab Emirates,2017-01-01,2017-01-01 00:00:00,2.33104962267011,15.178510029889402,15.0,0.0,Deactivated,black
Uganda,2017-01-01,2017-01-01 00:00:00,8.909398818290017,1.000000000000044,1.0,0.0,Deactivated,black
Uruguay,2017-01-01,2017-01-01 00:00:00,3.5291716059551357,2.009469671861467,2.0,0.0,Deactivated,black
Venezuela,2017-01-01,2017-01-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Vietnam,2017-01-01,2017-01-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Zimbabwe,2017-01-01,2017-01-01 00:00:00,8.915776739059286,1.0000000000000053,1.0,0.0,Deactivated,black
USA,2017-01-01,2017-01-01 00:00:00,2.3644040459529534,750.9306329523167,736.0,0.0,Deactivated,black
UK,2017-01-01,2017-01-01 00:00:00,2.2445662391548384,396.31004209893524,387.0,0.0,Deactivated,black
Albania,2017-07-01,2017-07-01 00:00:00,8.907568820926524,0.9999999999999517,1.0,0.0,Deactivated,black
Algeria,2017-07-01,2017-07-01 00:00:00,3.8432614107395815,2.9951281777578673,3.0,0.0,Deactivated,black
Argentina,2017-07-01,2017-07-01 00:00:00,3.296000152715585,4.049366532930557,4.0,0.0,Deactivated,black
Australia,2017-07-01,2017-07-01 00:00:00,2.418425961602748,227.06994150247928,222.0,0.0,Deactivated,black
Austria,2017-07-01,2017-07-01 00:00:00,2.396918587986198,30.714360437793605,30.0,0.0,Deactivated,black
Bangladesh,2017-07-01,2012-03-30 00:00:00,2.4085179533030043,4.215379096105944,4.0,10.655555555555555,Deceleration,red
Belgium,2017-07-01,2017-07-01 00:00:00,2.6674855771702375,51.49033065106686,51.0,0.0,Deactivated,black
Brazil,2017-07-01,2017-07-01 00:00:00,2.9600851072366368,45.716142348895254,45.0,0.0,Deactivated,black
Bulgaria,2017-07-01,2017-07-01 00:00:00,8.940045771428343,1.0000000000000522,1.0,0.0,Deactivated,black
Canada,2017-07-01,2017-07-01 00:00:00,2.4457922461659756,157.6911459869651,154.0,0.0,Deactivated,black
Chile,2017-07-01,2017-07-01 00:00:00,2.6217150432738827,19.42680183047457,19.0,0.0,Deactivated,black
Colombia,2017-07-01,2017-07-01 00:00:00,2.9561738303717324,20.2261791075998,20.0,0.0,Deactivated,black
Croatia,2017-07-01,2017-07-01 00:00:00,2.756610808516435,4.061916888618408,4.0,0.0,Deactivated,black
Cyprus,2017-07-01,2017-07-01 00:00:00,3.5624373509980622,2.987446421762168,3.0,0.0,Deactivated,black
Czech Republic,2017-07-01,2010-09-16 00:00:00,1.965708292476498,13.671007220300522,13.0,13.772222222222222,Deceleration,red
Denmark,2017-07-01,2017-07-01 00:00:00,2.3726445741164857,53.58550177172876,52.0,0.0,Deactivated,black
Ecuador,2017-07-01,2017-07-01 00:00:00,8.906798200336603,1.0000000000000684,1.0,0.0,Deactivated,black
Egypt,2017-07-01,2017-07-01 00:00:00,8.940045771428343,1.0000000000000522,1.0,0.0,Deactivated,black
Estonia,2017-07-01,2017-07-01 00:00:00,2.519668292216327,4.136610845342007,4.0,0.0,Deactivated,black
Fiji,2017-07-01,2011-12-04 00:00:00,1.711393601333764,3.4440610984464985,3.0,11.305555555555555,Deceleration,red
Finland,2017-07-01,2017-07-01 00:00:00,2.5048404797256176,51.65738135830579,51.0,0.0,Deactivated,black
France,2017-07-01,2017-07-01 00:00:00,2.6315797051259664,72.23590200016938,71.0,0.0,Deactivated,black
Germany,2017-07-01,2017-07-01 00:00:00,2.506138865127555,184.7361577339504,181.0,0.0,Deactivated,black
Ghana,2017-07-01,2017-07-01 00:00:00,8.908596370071098,1.0000000000000093,1.0,0.0,Deactivated,black
Greece,2017-07-01,2017-07-01 00:00:00,2.5996514443139054,42.986261239424365,42.0,0.0,Deactivated,black
Hungary,2017-07-01,2017-07-01 00:00:00,2.256038154527312,28.258174233201373,28.0,0.0,Deactivated,black
Iceland,2017-07-01,2017-07-01 00:00:00,8.908679139514554,1.0000000000000013,1.0,0.0,Deactivated,black
India,2017-07-01,2017-07-01 00:00:00,2.6474039294884704,170.32665248982462,167.0,0.0,Deactivated,black
Indonesia,2017-07-01,2017-07-01 00:00:00,3.0548851641470947,9.11658250310527,9.0,0.0,Deactivated,black
Iran,2017-07-01,2017-07-01 00:00:00,3.0060264329096102,12.25719389286167,12.0,0.0,Deactivated,black
Ireland,2017-07-01,2017-07-01 00:00:00,2.3007204744793426,32.99616440426594,32.0,0.0,Deactivated,black
Israel,2017-07-01,2017-07-01 00:00:00,3.6859978266422857,3.0066657439061135,3.0,0.0,Deactivated,black
Italy,2017-07-01,2017-07-01 00:00:00,2.7161987907763936,199.4070805197739,195.0,0.0,Deactivated,black
Japan,2017-07-01,2017-07-01 00:00:00,2.5302793267149424,33.29701242629831,33.0,0.0,Deactivated,black
Kenya,2017-07-01,2017-07-01 00:00:00,8.908358989145409,1.0000000000000375,1.0,0.0,Deactivated,black
Kuwait,2017-07-01,2017-07-01 00:00:00,3.5530567662734995,4.041755880435465,4.0,0.0,Deactivated,black
Latvia,2017-07-01,2017-07-01 00:00:00,2.2223058862526983,3.1282225038398654,3.0,0.0,Deactivated,black
Lebanon,2017-07-01,2017-07-01 00:00:00,2.6778317784874024,4.083141294716797,4.0,0.0,Deactivated,black
Lithuania,2017-07-01,2017-07-01 00:00:00,2.5082387209812524,3.119719332545243,3.0,0.0,Deactivated,black
Luxembourg,2017-07-01,2017-07-01 00:00:00,4.080898226634007,6.847245292165667,7.0,0.0,Deactivated,black
Madagascar,2017-07-01,2017-07-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Malaysia,2017-07-01,2017-07-01 00:00:00,2.4610482973134973,80.92207858334953,79.0,0.0,Deactivated,black
Malta,2017-07-01,2017-07-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Mauritius,2017-07-01,2017-07-01 00:00:00,8.915743807834849,1.0000000000000238,1.0,0.0,Deactivated,black
Mexico,2017-07-01,2017-07-01 00:00:00,3.109027184314794,15.149251814712489,15.0,0.0,Deactivated,black
Morocco,2017-07-01,2017-07-01 00:00:00,3.406004924961162,2.0159247465291266,2.0,0.0,Deactivated,black
Nepal,2017-07-01,2017-07-01 00:00:00,8.908596370071098,1.0000000000000093,1.0,0.0,Deactivated,black
Netherlands,2017-07-01,2017-07-01 00:00:00,2.554956322707978,86.66366859251715,85.0,0.0,Deactivated,black
New Zealand,2017-07-01,2017-07-01 00:00:00,2.289235829387981,30.350399387023362,29.0,0.0,Deactivated,black
Nicaragua,2017-07-01,2017-07-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2017-07-01,2017-07-01 00:00:00,2.500987235449146,7.245513954176773,7.0,0.0,Deactivated,black
North Macedonia,2017-07-01,2017-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2017-07-01,2017-07-01 00:00:00,2.381138736013307,49.48346573536063,49.0,0.0,Deactivated,black
Pakistan,2017-07-01,2017-07-01 00:00:00,2.876003228042542,13.177828403048705,13.0,0.0,Deactivated,black
China,2017-07-01,2017-07-01 00:00:00,2.5421285666298434,385.61982670719914,377.0,0.0,Deactivated,black
Peru,2017-07-01,2017-07-01 00:00:00,3.4895702899888184,4.016127083831612,4.0,0.0,Deactivated,black
Philippines,2017-07-01,2017-07-01 00:00:00,2.289640992585123,23.82069918480275,23.0,0.0,Deactivated,black
Poland,2017-07-01,2017-07-01 00:00:00,2.765237823701163,28.44018359168195,28.0,0.0,Deactivated,black
Portugal,2017-07-01,2017-07-01 00:00:00,2.7066970712590663,48.63284778830531,48.0,0.0,Deactivated,black
Qatar,2017-07-01,2017-07-01 00:00:00,3.1983275027999714,11.134135046712492,11.0,0.0,Deactivated,black
Romania,2017-07-01,2017-07-01 00:00:00,2.2891707656223814,43.749057323500324,42.0,0.0,Deactivated,black
Russia,2017-07-01,2017-07-01 00:00:00,2.739570012112167,6.086146893828831,6.0,0.0,Deactivated,black
Saudi Arabia,2017-07-01,2017-07-01 00:00:00,2.954213348326277,9.186579620772282,9.0,0.0,Deactivated,black
Senegal,2017-07-01,2017-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2017-07-01,2017-07-01 00:00:00,2.6342754476635712,8.248834451841713,8.0,0.0,Deactivated,black
Singapore,2017-07-01,2017-07-01 00:00:00,2.448836322754463,51.04496461685702,50.0,0.0,Deactivated,black
